"TIMESTAMP"	"VWC_5cm"	"VWC_10cm"	"VWC_20cm"	"VWC_30cm"	"VWC_40cm"	"VWC_50cm"	"VWC_60cm"	"VWC_75cm"	"VWC_100cm"
"2025-04-24 05:15:00"	0.0294385	0.0535892	0.1600488	0.2129093	0.2098356	0.3291938	0.352461	0.3803661	0.3747191
"2025-04-24 05:30:00"	0.0302421	0.0546683	0.1615578	0.2139909	0.211214	0.3289203	0.354621	0.3813121	0.3743862
"2025-04-24 05:45:00"	0.0309009	0.0541502	0.1612414	0.2118049	0.2104124	0.3310865	0.3545658	0.3801101	0.3735313
"2025-04-24 06:00:00"	0.0304238	0.0553861	0.1603841	0.212152	0.2106362	0.331455	0.3504181	0.377059	0.3747072
"2025-04-24 06:15:00"	0.0291098	0.0540317	0.1616454	0.2130322	0.2104078	0.330333	0.3535056	0.3812657	0.3758651
"2025-04-24 06:30:00"	0.0279772	0.0542388	0.1622529	0.2121595	0.210846	0.3283099	0.3532038	0.3800593	0.3750905
"2025-04-24 06:45:00"	0.0311139	0.0539928	0.1616298	0.213956	0.2097713	0.3282475	0.3552132	0.3799116	0.3731407
"2025-04-24 07:00:00"	0.0297945	0.0551669	0.1614305	0.2142748	0.2088026	0.330106	0.3516577	0.3778693	0.3744774
"2025-04-24 07:15:00"	0.0283787	0.0567159	0.1615933	0.212619	0.2097806	0.329921	0.3527176	0.3777681	0.3750285
"2025-04-24 07:30:00"	0.0289729	0.0558328	0.1605667	0.2141344	0.211056	0.3307571	0.3549534	0.3786372	0.3764139
"2025-04-24 07:45:00"	0.0301069	0.056067	0.1624833	0.209238	0.2099572	0.3312568	0.3514957	0.3791325	0.3758076
"2025-04-24 08:00:00"	0.0292738	0.05628	0.1613412	0.2128805	0.2085225	0.3301508	0.3531862	0.3790112	0.3736296
"2025-04-24 08:15:00"	0.0298785	0.0561063	0.1609287	0.213565	0.2090441	0.3289333	0.3518912	0.3808206	0.3746115
"2025-04-24 08:30:00"	0.0304249	0.0552071	0.1637036	0.2147194	0.2091693	0.3295591	0.3545474	0.3775764	0.3762755
"2025-04-24 08:45:00"	0.0312542	0.0546676	0.1622537	0.2126011	0.2104058	0.3306877	0.3515235	0.378805	0.3759222
"2025-04-24 09:00:00"	0.0313	0.0555933	0.1621196	0.2115069	0.2083367	0.3291167	0.352534	0.3785343	0.374017
"2025-04-24 09:15:00"	0.032365	0.0535652	0.1612315	0.2152849	0.2093899	0.3313277	0.3539462	0.3784998	0.3726015
"2025-04-24 09:30:00"	0.0308394	0.0553494	0.1620696	0.2133378	0.2071883	0.3307585	0.3532076	0.3800773	0.375166
"2025-04-24 09:45:00"	0.0334705	0.0566787	0.161598	0.2121983	0.2087406	0.3281186	0.3525324	0.3789671	0.3744075
"2025-04-24 10:00:00"	0.0320731	0.055266	0.1617389	0.2126717	0.208929	0.3296892	0.3531369	0.3791002	0.3750516
"2025-04-24 10:15:00"	0.0335544	0.0555768	0.1612929	0.213755	0.209804	0.3289757	0.3537869	0.3809545	0.3757199
"2025-04-24 10:30:00"	0.034897	0.054845	0.1623156	0.2136092	0.2095576	0.3309831	0.3524094	0.3784139	0.3769111
"2025-04-24 10:45:00"	0.0333437	0.0537741	0.1607562	0.214069	0.2092334	0.3291825	0.354979	0.379979	0.3746111
"2025-04-24 11:00:00"	0.034872	0.0545823	0.1601709	0.2144381	0.2107606	0.329567	0.3516209	0.3789394	0.3770116
"2025-04-24 11:15:00"	0.0350013	0.0566614	0.1592279	0.2123894	0.209481	0.3279547	0.3546675	0.3805237	0.3735642
"2025-04-24 11:30:00"	0.0326685	0.0531799	0.1588422	0.2126358	0.2090813	0.3299722	0.3539118	0.3807418	0.373505
"2025-04-24 11:45:00"	0.0320503	0.0548401	0.1591303	0.2122852	0.2093953	0.3288004	0.3535306	0.380893	0.3751917
"2025-04-24 12:00:00"	0.0334746	0.0534465	0.1574245	0.2116311	0.2104333	0.327899	0.3543931	0.3791693	0.3741439
"2025-04-24 12:15:00"	0.0332992	0.0540192	0.1564097	0.210932	0.2091399	0.3295467	0.354733	0.3794423	0.3742364
"2025-04-24 12:30:00"	0.0324752	0.0529262	0.1559804	0.2096429	0.2094274	0.330682	0.3544957	0.3811214	0.3760274
"2025-04-24 12:45:00"	0.0335764	0.0552864	0.1560093	0.209859	0.2091756	0.3311128	0.3549592	0.3793045	0.3772281
"2025-04-24 13:00:00"	0.0340603	0.052635	0.155326	0.211044	0.2090569	0.3290179	0.3545704	0.3780524	0.3748751
"2025-04-24 13:15:00"	0.0334769	0.0518399	0.1559904	0.2091974	0.2087839	0.33146	0.3511578	0.3805964	0.375374
"2025-04-24 13:30:00"	0.0324381	0.0524419	0.1536476	0.2121127	0.209362	0.3263678	0.3542356	0.3796358	0.3731652
